listing_id,year,count
131444,2017,19
131444,2018,17
131444,2019,24
131444,2020,4
131444,2021,2
131444,2022,5
131444,2023,10
131444,2024,9
137581,2011,4
137581,2013,14
137581,2014,37
137581,2015,51
137581,2016,52
137581,2017,32
137581,2018,11
137581,2019,12
137581,2023,13
137581,2024,22
137907,2012,3
137907,2013,3
137907,2014,3
137907,2015,8
137907,2016,7
137907,2017,6
137907,2018,12
137907,2019,10
137907,2020,4
137907,2022,7
137907,2023,2
137907,2024,1
142117,2011,4
142117,2012,8
142117,2013,6
142117,2014,10
142117,2015,13
142117,2016,8
142117,2017,12
142117,2018,10
142117,2019,12
142117,2020,1
142117,2021,5
142117,2022,7
142117,2023,13
142117,2024,3
143028,2017,1
143028,2018,2
143028,2020,1
143028,2022,1
145612,2011,1
145612,2012,16
145612,2013,20
145612,2014,11
145612,2015,12
145612,2016,14
145612,2017,3
145612,2018,7
145612,2019,10
145612,2020,1
145612,2021,2
145612,2022,3
145612,2023,12
145612,2024,5
152863,2011,1
152863,2014,1
152863,2015,1
152863,2018,3
154221,2016,1
157714,2011,9
157714,2012,12
157714,2013,19
157714,2014,26
157714,2015,14
157714,2016,16
157714,2017,25
157714,2018,13
157714,2019,24
157714,2020,3
157714,2022,9
157714,2023,12
157714,2024,5
159736,2011,9
159736,2012,7
159736,2013,10
159736,2014,7
159736,2015,6
159736,2016,8
159736,2017,12
159736,2018,11
159736,2019,8
159736,2020,5
159736,2021,4
159736,2022,7
159736,2023,2
159736,2024,3
165336,2011,1
165336,2012,2
165336,2013,1
165336,2015,14
165336,2016,45
165336,2017,33
165336,2018,39
165336,2019,28
165336,2020,12
165336,2021,8
165336,2022,27
165336,2023,23
165336,2024,14
168348,2011,6
168348,2012,5
168348,2013,5
168348,2014,15
168348,2015,33
168348,2016,44
168348,2017,16
168348,2018,11
168348,2019,10
168348,2020,1
168348,2021,7
168348,2022,5
168348,2023,3
168348,2024,5
168359,2011,4
168359,2018,4
168359,2019,1
170702,2011,15
170702,2012,26
170702,2013,6
170702,2014,12
170702,2015,22
170702,2016,16
170702,2017,14
170702,2018,13
170702,2019,11
173082,2011,2
173082,2012,19
173082,2013,43
173082,2014,70
173082,2015,41
173082,2016,21
173082,2022,6
173082,2023,15
173082,2024,9
174132,2011,9
174132,2012,12
174132,2013,28
174132,2014,13
174132,2015,13
174132,2016,18
174132,2017,25
174132,2018,23
174132,2019,33
174132,2020,4
174132,2021,8
174132,2022,46
174132,2023,41
174132,2024,25
174635,2011,3
174635,2012,16
174635,2013,12
174635,2014,4
174635,2015,5
174635,2018,5
174635,2020,1
174635,2024,1
178519,2014,1
178519,2015,11
178519,2016,1
179312,2017,5
179312,2018,2
181664,2013,3
181664,2016,4
181664,2017,9
181664,2018,6
181664,2019,6
181664,2020,1
181664,2022,3
181664,2023,5
181664,2024,6
182802,2012,7
182802,2013,13
182802,2014,17
182802,2015,31
182802,2016,18
182802,2017,27
182802,2018,28
182802,2019,20
182802,2020,4
182802,2021,16
182802,2022,55
182802,2023,23
182802,2024,5
183128,2011,15
183128,2012,14
183128,2013,16
183128,2014,23
183128,2015,16
183128,2016,7
183128,2017,25
183128,2018,19
183128,2019,11
183128,2020,4
183128,2022,14
183128,2023,36
183128,2024,28
186682,2014,1
186682,2017,6
186682,2018,11
186682,2019,16
186682,2020,8
190015,2011,1
190015,2012,4
190015,2013,2
190015,2014,1
190015,2015,4
190015,2017,5
190015,2018,1
190015,2024,3
190028,2017,9
190028,2018,9
190028,2019,7
190028,2020,6
190028,2022,2
198258,2011,2
198258,2012,2
198258,2013,1
198258,2014,5
198258,2015,2
198258,2016,2
198258,2017,3
198258,2018,2
198258,2019,7
198258,2021,6
198258,2022,8
198258,2023,1
198258,2024,1
198279,2012,8
198279,2013,25
198279,2014,32
198279,2015,31
198279,2016,31
198279,2017,22
198279,2018,27
198279,2019,33
198279,2020,11
198279,2021,4
198279,2022,17
198279,2023,22
198279,2024,7
200713,2011,9
200713,2012,7
200713,2013,7
200713,2014,5
200713,2015,3
200713,2016,9
200713,2017,4
200713,2018,1
200713,2019,1
200713,2023,9
200713,2024,8
201463,2011,13
201463,2012,58
201463,2013,39
201463,2014,36
201463,2015,25
201463,2021,11
201463,2022,9
201463,2023,10
201463,2024,16
203163,2011,1
203163,2012,2
203163,2014,3
203163,2015,10
203163,2016,6
203163,2017,11
203163,2018,22
203163,2019,19
203163,2020,3
203163,2022,11
203163,2023,23
203163,2024,16
207542,2011,7
207542,2012,16
207542,2013,5
207542,2022,2
207542,2023,27
207542,2024,15
210010,2011,1
210010,2012,3
210010,2013,2
210010,2018,3
210010,2019,3
214321,2011,2
214321,2012,4
214321,2024,6
214755,2019,14
214755,2020,2
214755,2021,8
214755,2022,7
214755,2023,3
214755,2024,2
216350,2011,6
216350,2012,9
216350,2013,18
216350,2014,16
216350,2015,24
216350,2016,15
216350,2017,26
216350,2018,38
216350,2019,52
216350,2020,6
216350,2021,23
216350,2022,47
216350,2023,35
216350,2024,14
227502,2011,7
227502,2012,16
227502,2013,17
227502,2014,23
227502,2015,25
227502,2016,18
227502,2017,7
227502,2018,8
227502,2019,12
227502,2021,3
228195,2012,1
228195,2013,6
228195,2014,9
228195,2015,7
228195,2016,10
228195,2017,9
228195,2018,7
228195,2019,5
228195,2020,2
228195,2021,9
228195,2022,6
228389,2024,21
229335,2011,2
229335,2012,7
229335,2013,15
229335,2014,3
229335,2015,2
229335,2024,5
229684,2014,11
229684,2015,6
229684,2016,5
230839,2011,1
230839,2012,3
232240,2011,1
232240,2012,4
232240,2013,18
232240,2014,5
232240,2018,1
232240,2023,6
232240,2024,6
232983,2011,3
232983,2012,5
232983,2013,11
232983,2014,37
232983,2015,39
232983,2016,54
232983,2017,39
232983,2018,33
232983,2019,20
232983,2020,2
232983,2022,13
232983,2023,30
232983,2024,18
236956,2011,8
236956,2012,54
236956,2013,66
236956,2014,65
236956,2015,57
236956,2016,62
236956,2017,58
236956,2018,59
236956,2019,43
236956,2020,10
236956,2021,19
236956,2022,45
236956,2023,41
236956,2024,8
238349,2012,9
238349,2013,27
238349,2014,47
238349,2015,8
238349,2016,8
238349,2017,4
238349,2018,5
238349,2019,10
238349,2021,2
238349,2022,9
238349,2024,8
238440,2011,3
238440,2012,6
238440,2013,2
238440,2014,1
238440,2015,1
238440,2018,3
238711,2011,5
238711,2012,25
238711,2013,22
238711,2014,30
238711,2015,29
238711,2016,32
238711,2017,15
238711,2018,19
238711,2019,11
238711,2020,1
239697,2011,3
239697,2012,13
239697,2013,18
239697,2014,30
239697,2015,15
239697,2016,6
239697,2017,2
239697,2018,2
239697,2019,3
240734,2012,4
241621,2012,7
241621,2013,22
241621,2014,19
241621,2015,18
241621,2016,14
241621,2017,11
241621,2018,10
241621,2022,9
241621,2023,2
241621,2024,5
241975,2019,2
241975,2020,1
241975,2021,4
241975,2022,2
241975,2023,3
241975,2024,1
242132,2012,4
242132,2013,5
242132,2014,1
242132,2015,3
242132,2018,1
243077,2012,2
243077,2013,2
243077,2014,1
243077,2015,6
243077,2016,6
243077,2017,1
243077,2018,3
243077,2019,1
243077,2022,1
243077,2023,1
243077,2024,1
243093,2013,1
243093,2014,1
243093,2015,4
243093,2016,4
243093,2017,1
244125,2013,30
244125,2014,63
244125,2015,48
244125,2016,51
244125,2017,19
244125,2018,33
244125,2019,26
244125,2020,3
244125,2021,13
244125,2022,21
244125,2023,11
244125,2024,4
245116,2011,2
245116,2012,6
245116,2013,4
245116,2019,5
245116,2021,3
245116,2022,2
245116,2023,4
248291,2012,2
248291,2013,3
248291,2014,1
248291,2015,3
248291,2016,2
248291,2017,2
248291,2018,1
248291,2019,2
248291,2023,1
249395,2012,1
249395,2015,1
252016,2022,5
252016,2023,8
252016,2024,2
254996,2011,6
254996,2012,18
254996,2013,21
254996,2014,40
254996,2015,37
254996,2016,26
254996,2017,38
254996,2018,55
254996,2019,78
254996,2020,25
254996,2021,37
254996,2022,82
254996,2023,74
254996,2024,57
256117,2012,3
256117,2013,12
256117,2015,1
256117,2017,10
256117,2018,13
256117,2023,1
256117,2024,2
263822,2011,1
263822,2012,1
263822,2014,2
263822,2015,1
263822,2016,5
263822,2017,5
263822,2018,3
263822,2019,8
263822,2020,2
263822,2021,8
263822,2022,6
263822,2023,3
263822,2024,1
264776,2014,1
264776,2015,2
264776,2016,1
264776,2017,5
264776,2018,9
264776,2019,10
264776,2020,3
264776,2021,4
264776,2022,4
264776,2023,9
264776,2024,9
264777,2016,1
264777,2017,1
264777,2021,2
264777,2023,13
264777,2024,5
264778,2014,3
264778,2015,1
264778,2017,5
264778,2018,5
264778,2019,8
264778,2020,2
264778,2021,2
264778,2022,19
264778,2023,4
264778,2024,7
264779,2015,1
264779,2017,2
264779,2018,9
264779,2019,2
264779,2021,2
264779,2022,6
264779,2023,6
264779,2024,7
264780,2012,1
264780,2014,1
264780,2015,1
264780,2018,6
264780,2019,5
264780,2021,3
264780,2022,11
264780,2023,19
264780,2024,5
264781,2017,1
264781,2018,3
264781,2019,1
264781,2022,1
264781,2023,2
264782,2018,2
264782,2019,1
264782,2022,1
264782,2023,8
264782,2024,3
264783,2013,1
264783,2014,1
264783,2016,1
264783,2017,3
264783,2018,2
264783,2019,2
264783,2020,1
264783,2021,1
264783,2022,8
264783,2023,17
264783,2024,4
264789,2015,2
264789,2016,2
264789,2018,8
264789,2019,9
264789,2020,1
264789,2022,11
264789,2023,15
264789,2024,14
266037,2011,8
266037,2012,52
266037,2013,55
266037,2014,96
266037,2015,61
266037,2016,79
266037,2017,56
266037,2018,62
266037,2019,40
266037,2024,10
268398,2011,3
268398,2012,49
268398,2013,48
268398,2014,75
268398,2015,51
268398,2016,58
268398,2017,54
268398,2018,51
268398,2019,36
268398,2020,4
268398,2021,17
268398,2022,55
268398,2023,45
268398,2024,14
270600,2013,3
270600,2014,2
270600,2016,1
270600,2017,7
270600,2018,14
270600,2019,9
270600,2020,9
270600,2021,11
270600,2022,12
270600,2023,7
270600,2024,6
271122,2013,2
271122,2014,1
271122,2015,1
271122,2017,3
272276,2011,1
272276,2012,1
274740,2015,3
274740,2016,12
274740,2017,11
274740,2018,12
274740,2019,6
274740,2020,2
274740,2021,4
274740,2022,5
274740,2023,3
274740,2024,2
275140,2011,1
275140,2012,3
275140,2013,9
275140,2014,14
275140,2015,11
275140,2016,9
275140,2018,3
275140,2019,9
275140,2020,1
275140,2021,16
275140,2022,15
275140,2023,9
275140,2024,6
276082,2012,8
276082,2013,8
276082,2015,1
276888,2012,2
276888,2013,1
276888,2014,1
276888,2015,1
276888,2016,1
276888,2018,2
276888,2021,1
276888,2022,4
276888,2023,3
277580,2012,2
277580,2013,1
277580,2017,1
277580,2019,2
277580,2020,2
277580,2021,3
277580,2022,4
278559,2012,1
278559,2013,1
278559,2014,4
280234,2012,21
280234,2013,17
280234,2014,35
280234,2015,15
280234,2016,60
280234,2017,72
280234,2018,51
280234,2019,57
280234,2020,8
280234,2022,25
280234,2023,56
280234,2024,45
282198,2012,7
282198,2013,12
282198,2014,13
282198,2015,21
282198,2016,12
282198,2017,2
282198,2018,6
282198,2019,2
282198,2020,1
284423,2012,9
284423,2013,3
284423,2014,4
284423,2015,3
284423,2016,4
284423,2018,2
284423,2019,2
284423,2024,1
284532,2012,6
284532,2013,5
284532,2014,6
284532,2015,4
284532,2016,1
284532,2017,7
284532,2018,4
284532,2019,3
284532,2020,2
284532,2022,1
284532,2023,1
284532,2024,1
284603,2012,1
284603,2019,1
284603,2021,2
284603,2022,2
289422,2011,1
289422,2012,5
289422,2013,9
289422,2014,10
289422,2015,3
289422,2016,2
289422,2017,6
289422,2019,4
289422,2020,2
289422,2022,6
289422,2023,9
289422,2024,6
289802,2012,4
289802,2013,4
289802,2015,2
289802,2016,11
289802,2017,6
289802,2018,5
289802,2019,3
289802,2022,7
289802,2023,10
289802,2024,4
290923,2013,1
290923,2014,2
290923,2017,11
290923,2018,3
294177,2012,5
294177,2013,7
294177,2014,32
294177,2015,22
294177,2016,13
294177,2017,5
294177,2018,12
294177,2019,9
294177,2021,1
294177,2022,12
294177,2023,6
294177,2024,1
294247,2012,24
294247,2013,27
294247,2014,29
294247,2015,23
294247,2016,27
294247,2017,38
294247,2018,33
294247,2019,13
294247,2020,1
294247,2022,13
294247,2023,6
294247,2024,1
294887,2012,4
294887,2013,2
294887,2014,1
294887,2015,5
294887,2016,11
294887,2017,10
294887,2018,5
294887,2019,6
294887,2021,2
294887,2022,14
294887,2023,10
294887,2024,5
300723,2012,4
300723,2013,12
300723,2014,7
300723,2015,9
300723,2016,8
300723,2017,4
300723,2018,8
300723,2019,4
300723,2022,5
300723,2023,6
300723,2024,4
305573,2012,4
305573,2013,5
305573,2014,2
305573,2015,3
305573,2021,1
305573,2023,1
306333,2016,3
306333,2017,16
306333,2023,26
306405,2012,3
306677,2012,29
306677,2013,50
306677,2014,37
306677,2015,28
306677,2016,46
306677,2017,12
306677,2018,7
306677,2019,7
306677,2020,1
306737,2012,3
306737,2013,6
306737,2014,4
306737,2015,7
306737,2016,5
306737,2017,1
306737,2023,1
307923,2012,5
307923,2013,5
307923,2014,22
307923,2015,10
307923,2016,7
307923,2017,6
307923,2018,19
307923,2019,10
307923,2020,4
307923,2021,14
307923,2022,16
307923,2023,7
307923,2024,2
308005,2012,2
308005,2013,4
308005,2014,3
308005,2015,9
308005,2016,10
308005,2017,9
308005,2018,12
308005,2019,3
308005,2022,9
308005,2023,3
308005,2024,3
308561,2012,29
308561,2013,42
308561,2014,52
308561,2015,34
308561,2024,5
310665,2016,5
310665,2017,9
310665,2018,4
310665,2019,1
310790,2012,7
310790,2013,3
310790,2014,8
310790,2015,11
310790,2016,9
310790,2017,2
310790,2018,2
310790,2019,2
310790,2020,1
310790,2023,3
310949,2012,2
310949,2013,16
310949,2014,22
310949,2015,45
310949,2016,45
310949,2017,31
310949,2018,31
310949,2019,33
310949,2020,11
310949,2021,10
310949,2022,33
310949,2023,42
310949,2024,31
311430,2012,2
311430,2013,1
311430,2014,1
311430,2016,1
311430,2017,1
311430,2018,4
311430,2019,7
311430,2020,2
311430,2021,2
311430,2022,4
311430,2023,10
311430,2024,3
311768,2014,1
311768,2015,9
311768,2016,17
311768,2017,15
311768,2018,8
311768,2019,11
311768,2020,3
311768,2021,15
311768,2022,18
311768,2023,17
311768,2024,9
312761,2012,4
312761,2013,6
312761,2014,15
312761,2015,16
312761,2016,18
312761,2017,10
312761,2018,5
312761,2019,8
312761,2020,1
312761,2021,3
312761,2022,9
312761,2023,23
312761,2024,20
313710,2012,1
313710,2013,5
313710,2014,3
313710,2015,1
314164,2013,1
314164,2014,2
314164,2015,1
314164,2018,1
314164,2019,1
314164,2022,3
314164,2023,2
314164,2024,1
314985,2013,1
314985,2014,3
314985,2015,1
314985,2016,1
315238,2013,2
315238,2014,1
315238,2015,4
315238,2018,12
315238,2019,25
315238,2020,4
315238,2021,17
315238,2022,26
315238,2023,17
315238,2024,3
315658,2012,40
315658,2013,62
315658,2014,79
315658,2015,61
315658,2016,37
315658,2017,36
315658,2018,31
315658,2019,36
315658,2020,7
316137,2012,1
316137,2013,1
316137,2014,2
316137,2015,20
316137,2016,3
316137,2017,3
316137,2019,1
316137,2020,2
316137,2021,5
316137,2022,5
316137,2023,11
316137,2024,11
316864,2012,3
316864,2016,1
316864,2024,1
318287,2012,19
318287,2013,16
318287,2014,11
318287,2015,10
318287,2016,7
318287,2017,11
318287,2018,11
318287,2019,4
318287,2020,3
318287,2021,2
318287,2022,7
318287,2023,15
318287,2024,4
320629,2012,15
320629,2013,30
320629,2014,56
320629,2015,53
320629,2016,31
320629,2017,39
320629,2018,19
320629,2019,20
320629,2020,2
320629,2022,3
320629,2023,12
320629,2024,16
321411,2013,1
321411,2015,1
321411,2017,2
321411,2018,5
321411,2020,1
321411,2022,13
321411,2023,10
321411,2024,1
322606,2012,4
322606,2013,10
322606,2014,27
322606,2015,18
322606,2016,22
322606,2017,14
322606,2018,27
322606,2019,38
322606,2020,6
322606,2021,6
322606,2022,25
322606,2023,9
323473,2012,13
323473,2013,16
323473,2014,17
323473,2015,5
323473,2016,4
323473,2018,6
323473,2019,1
323473,2021,2
323473,2022,2
323473,2023,2
323473,2024,1
325809,2022,1
326633,2012,37
326633,2013,45
326633,2014,41
326633,2015,36
326633,2016,13
326633,2017,14
326633,2018,7
326633,2019,22
326633,2020,4
326633,2021,1
326633,2022,4
326633,2023,9
326633,2024,8
326655,2012,2
326655,2017,9
326655,2018,6
326655,2019,6
326655,2021,7
326655,2022,14
326655,2023,5
326655,2024,4
329585,2012,11
329585,2013,16
329585,2014,18
329585,2015,22
329585,2016,6
329585,2017,18
329585,2018,19
329585,2019,14
329585,2020,2
329585,2023,24
329585,2024,12
330044,2013,1
330044,2017,2
330044,2018,2
330932,2012,16
330932,2013,5
330932,2014,15
330932,2015,26
330932,2016,23
330932,2017,31
330932,2018,42
330932,2019,35
